project_code,project_name,sector,agency,state,cost_cr,physical_progress_pct,risk_score,tier,why
N06000204,VENKATESH KHANI COAL MINE,COAL,SCCL,TELANGANA,484.51,55.0,24.7,Low,agency's own forecast is 48 months past its approved date; 2.3y past original commissioning date; no physical progress for 3 consecutive reports
N24001522,4L OF KODAD (DESIGN KM 0.00/EXISTING KM 185.00 OF NH-65) TO KHAMMAM (DESIGN KM 31.800/EXISTING KM 29,ROAD TRANSPORT AND HIGHWAYS,NHAI,TELANGANA,1307.95,99.98,24.6,Low,"agency's own forecast is 54 months past its approved date; 17 months past original date; already past planned completion, no revised pace available"
N24001620,CONSTRUCTION OF TUNNELS/VIADUCTS AT IDENTIFIED SLIDING/SLIP ZONES AT KM 130.550 TO KM.130.750; KM.,ROAD TRANSPORT AND HIGHWAYS,NHAI,JAMMU AND KASHMIR,442.14,19.88,24.6,Low,20 months past original date; no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N21000027,"ALL INDIA INSTITUTE OF MEDICAL SCIENCE AT GUWAHATI, ASSAM",HEALTH AND FAMILY WELFARE,HITES,ASSAM,873.92,99.62,24.5,Low,"agency's own forecast is 26 months past its approved date; 4.1y past original commissioning date; already past planned completion, no revised pace available"
N24001246,4-LANING OF HAPACHARA - TULUNGIA SECTION,ROAD TRANSPORT AND HIGHWAYS,NHIDCL,ASSAM,220.2,97.76,24.4,Low,agency's own forecast is 18 months past its approved date; 2.5y past original commissioning date; no physical progress for 5 consecutive reports
N24001470,REHABILITATION AND UPGRADATION TO 2-LANE CONFIGURATION OF KALWAHAN-MANDI SECTION (KM 208.950 TO KM 2,ROAD TRANSPORT AND HIGHWAYS,MORTH,HIMACHAL PRADESH,314.32,51.0,24.4,Low,"2 months past original date; already past planned completion, no revised pace available"
N22000594,DEDICATED TEST TRACK FOR RDSO (PHASE II),RAILWAYS,NWR,RAJASTHAN,466.42,83.0,24.3,Low,spend outruns works by 76pp
N22000539,NADIAD-PETLAD (37.26 KM),RAILWAYS,WR,GUJARAT,461.91,7.0,24.3,Low,no physical progress for 8 consecutive reports; pace is 7% of what the current date needs
N24000914,WIDENING TO 2LPS FROM 239/9 TO 294/3 OF NH-57 (NAYAGARH TO KHURDA) IN THE STATE OF ODISHA,ROAD TRANSPORT AND HIGHWAYS,MORTH,ODISHA,223.5,100.0,24.3,Low,"agency's own forecast is 85 months past its approved date; 6.8y past original commissioning date; already past planned completion, no revised pace available"
N24001957,2LPS OF KOYYURU TO CHAPRATHIPALEM SECTION OF NH 516E,ROAD TRANSPORT AND HIGHWAYS,MORTH,ANDHRA PRADESH,349.29,,24.2,Low,"11 months past original date; already past planned completion, no revised pace available"
N24002081,3L MAJOR BRIDGE OVER RIVER BRAHMANI AT KM. 401.250 (DUBURI CHANDIKHOLE SECTION) OF NH 200 (NEW NH 5,ROAD TRANSPORT AND HIGHWAYS,NHAI,ODISHA,153.61,34.49,24.2,Low,"agency's own forecast is 23 months past its approved date; 5 months past original date; already past planned completion, no revised pace available"
N24002101,4L OF BEAS-MEHTA-BATALA-DERA BABA NANAK FROM INTERSECTION WITH JALANDHAR-AMRITSAR HIGHWAY (NH-3) NEA,ROAD TRANSPORT AND HIGHWAYS,NHAI,PUNJAB,809.51,53.54,24.1,Low,pace is 23% of what the current date needs
N04000108,HUBBALI AIRPORT - CONSTRUCTION OF NEW DOMESTIC TERMINAL BUILDING AND MISCELLANEOUS WORKS,CIVIL AVIATION,AAI,KARNATAKA,320.47,32.5,24.0,Low,pace is 28% of what the current date needs
N24001301,6-LANING OF VIJAYAWADA BYPASS FROM GOLLAPUDI (DESIGN CH. 30+000) TO CHINNAKAKANI (DESIGN CH. 47+881),ROAD TRANSPORT AND HIGHWAYS,NHAI,ANDHRA PRADESH,1601.1,92.34,24.0,Low,"agency's own forecast is 6 months past its approved date; 17 months past original date; already past planned completion, no revised pace available"
N24001657,SIX LANING OF KOTTUKULANGARA (DESIGN KM. 454+500) TO START OF KOLLAM BYPASS (DESIGN KM. 486+000) SEC,ROAD TRANSPORT AND HIGHWAYS,NHAI,KERALA,2842.14,71.3,24.0,Low,8 months past original date; pace is 26% of what the current date needs
N22000504,ANAND GODHRA DOUBLING PROJECT 79 KMS,RAILWAYS,WR,GUJARAT,692.26,100.0,24.0,Low,"6 months past original date; already past planned completion, no revised pace available; date already moved 3x in 10 months"
N06000292,50 MW WIND POWER PROJECT PART OF 150 MW SECI HYBRID,COAL,NLC,GUJARAT,383.84,41.0,23.9,Low,pace is 0% of what the current date needs; spend outruns works by 38pp
N24002009,WIDENING AND STRENGTHENING TO 2/4 LANE WITH PAVED SHOULDERS OF MAHABUBNAGAR ? CHINCHOLI SECTION FROM,ROAD TRANSPORT AND HIGHWAYS,MORTH,TELANGANA,703.68,76.45,23.9,Low,"agency's own forecast is 6 months past its approved date; 5 months past original date; already past planned completion, no revised pace available"
N22000206,NEW BG LINE FROM BALURGHAT TO HILLY NFR,RAILWAYS,NFR,MULTI STATE,1208.67,8.0,23.9,Low,pace is 6% of what the current date needs; spend outruns works by 27pp
N22000569,BAHRAICH SRAVASTI BALRAMPUR (TULSIPUR),RAILWAYS,NER,UTTAR PRADESH,4939.78,7.5,23.9,Low,pace is 21% of what the current date needs; spend outruns works by 20pp
N22000286,NADIKUDE-SRI KALAHASTI,RAILWAYS,SCR,ANDHRA PRADESH,2312.0,,23.8,Low,agency anticipates +35% over approved cost
N28000131,CONSTRUCTION OF PERMANENT CAMPUS IIT JAMMU (PHASE 1C),DEPARTMENT OF HIGHER EDUCATION,CPWD EDUCATION,JAMMU AND KASHMIR,1144.68,100.0,23.8,Low,"2.2y past original commissioning date; no physical progress for 4 consecutive reports; already past planned completion, no revised pace available"
N04000087,UPGRADATION OF JABALPUR AIRPORT,CIVIL AVIATION,AAI,MADHYA PRADESH,412.24,100.0,23.8,Low,"4.0y past original commissioning date; no physical progress for 9 consecutive reports; already past planned completion, no revised pace available"
N24001698,FOUR LANING OF MUNGER TO MIRZACHAUKI (NH-80) SECTION FROM NEAR RASULPUR TO MIRZACHAUKI (DESIGN CH,ROAD TRANSPORT AND HIGHWAYS,NHAI,BIHAR,1198.02,0.0,23.6,Low,10 months past original date; no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N24001472,BALANCE WORKS OF FOUR LANING FROM RAMBAN KM 151.00 TO BANIHAL KM 187.00 OF NH-1A (NOW NH-44) WITH VA,ROAD TRANSPORT AND HIGHWAYS,NHAI,JAMMU AND KASHMIR,811.19,99.0,23.5,Low,"18 months past original date; no physical progress for 8 consecutive reports; already past planned completion, no revised pace available"
N24000515,SIX-LANING OF BARWA ADDA- PANAGARH,ROAD TRANSPORT AND HIGHWAYS,NHAI,WEST BENGAL,1665.0,100.0,23.4,Low,agency's own forecast is 104 months past its approved date; agency anticipates +199% over approved cost; 8.7y past original commissioning date
N22000124,NEW LINE FROM DIMAPUR TO ZUBZA(KOHIMA) NATIONAL PROJECT (NEFR),RAILWAYS,NFR,NAGALAND,6663.2,74.0,23.3,Low,agency's own forecast is 45 months past its approved date
N16000457,CAPACITY EXPANSION OF DIGBOI REFINERY FROM 0.65 TO 1.0 MMTPA,PETROLEUM,IOCL,ASSAM,768.0,34.6,23.3,Low,agency's own forecast is 5 months past its approved date; pace is 14% of what the current date needs
N24001201,CONSTRUCTION OF A NEW 4 LANE BRIDGE PARALLEL TO EXISTING MG SETU WITH ITS APPROACHES FROM KM 0.00,ROAD TRANSPORT AND HIGHWAYS,MORTH,BIHAR,2926.42,59.29,23.3,Low,"agency's own forecast is 24 months past its approved date; 9 months past original date; already past planned completion, no revised pace available"
N24001630,4/6L GREENFIELD LUDHIANA RUPNAGAR HIGHWAY FROM JUNCTION WITH NE 05 VILLAGR NEAR TO MANEWAL (LUDHIANA,ROAD TRANSPORT AND HIGHWAYS,NHAI,PUNJAB,1501.02,75.0,23.2,Low,"4 months past original date; already past planned completion, no revised pace available"
N04000081,"AIRSIDE CAPACITY ENHANCEMENT OF NSBI AIRPORT, KOLKATA",CIVIL AVIATION,AAI,WEST BENGAL,397.0,100.0,23.2,Low,"3.6y past original commissioning date; no physical progress for 9 consecutive reports; already past planned completion, no revised pace available"
N24001851,4L FROM MATHURA BYPASS (START) AT EXISTING KM. 154.20 OF NH-44 TO GAJU VILLAGE AT KM 32.982 OF NH-53,ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTAR PRADESH,1738.2,65.0,23.2,Low,"3 months past original date; no physical progress for 7 consecutive reports; already past planned completion, no revised pace available"
N22000518,TALCHER - ANGUL NEW LINE WITH Y CONNECTION AT TALCHER,RAILWAYS,ECOR,ODISHA,495.0,0.0,23.2,Low,no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N24001682,UPGRADATION 2/4 LANE NH CONNECTIVITY UNDER SAGARMALA SCHEME SH 2 HAVERI YEKAMBI SH 69 YEKAMBI KUMTA,ROAD TRANSPORT AND HIGHWAYS,NHAI,KARNATAKA,309.9,15.14,23.2,Low,"agency's own forecast is 33 months past its approved date; 15 months past original date; already past planned completion, no revised pace available"
N28000135,DELHI METRO PHASE IV THREE PRIORITY CORRIDORS,URBAN DEVELOPMENT,DMRC,DELHI,24948.65,67.19,23.1,Low,"agency's own forecast is 12 months past its approved date; 3 months past original date; already past planned completion, no revised pace available"
N24001371,CONSTRUCTION OF 2 LANE BRIDGE ACROSS RIVER KOSI WITH APPROACH ROAD FROM BHEJA TO BAKAUR SECTION OF N,ROAD TRANSPORT AND HIGHWAYS,NHAI,BIHAR,1101.99,78.48,23.1,Low,22 months past original date; date already moved 2x in 10 months
N24001635,4 LANING OF JAGADHRI TAJEWALA ROAD SECTION OF NH 907 (OLD NH 73A) UNDER NH(O) (PKG 1) IN THE STATE O,ROAD TRANSPORT AND HIGHWAYS,NHAI,HARYANA,1269.5,53.0,23.0,Low,"4 months past original date; already past planned completion, no revised pace available"
N22000139,"DAHOD-INDORE VIA SARDARPUR, JHABUA AND DHAR (NL)",RAILWAYS,WR,MULTI STATE,1873.1,59.0,22.9,Low,agency anticipates +53% over approved cost; no physical progress for 3 consecutive reports; pace is 3% of what the current date needs
N24002001,WIDENING TO 2 LANE WITH PAVED SHOULDERS OF MEDAK - SIDDIPET SECTION FROM KM 0/0 TO KM 69/978 OF NH-,ROAD TRANSPORT AND HIGHWAYS,MORTH,TELANGANA,882.18,73.14,22.9,Low,"5 months past original date; already past planned completion, no revised pace available"
N24001834,4L OF RATNAGIRI - KOLHAPUR SECTION FROM KM 67.140 TO KM 112.340 OF NH-166 (PKG ? II),ROAD TRANSPORT AND HIGHWAYS,NHAI,MAHARASHTRA,839.0,58.8,22.9,Low,"1 months past original date; already past planned completion, no revised pace available"
N24001725,6L OF SRIPERUMBUDUR TO KARAIPETTAI FROM KM 37.000 TO KM 71.015 OF NH 48,ROAD TRANSPORT AND HIGHWAYS,NHAI,TAMIL NADU,1314.82,57.32,22.8,Low,agency's own forecast is 44 months past its approved date; 4.1y past original commissioning date; no physical progress for 9 consecutive reports
N18000378,TS FOR EVACUATION POWER FROM REZ IN RAJASTHAN (20GW) UNDER PHASE-III PART J,POWER,PGCIL,RAJASTHAN,331.0,27.0,22.7,Low,3 months past original date; pace is 2% of what the current date needs
N24001986,4L OF PILERU TO KALUR SECTION FROM KM 55.900 TO KM 92.800 AND KM 94.500 TO KM 95.717,ROAD TRANSPORT AND HIGHWAYS,NHAI,ANDHRA PRADESH,1047.32,93.0,22.7,Low,"2 months past original date; already past planned completion, no revised pace available"
220100181,AHMEDNAGAR-PARLI VAIJNATH(NL) CR,RAILWAYS,CR,MAHARASHTRA,2539.0,97.0,22.7,Low,agency anticipates +95% over approved cost; spend outruns works by 96pp
N24001876,WIDENING AND STRENTHENING FROM KM132.895 TO KM 190.15 NH-80,ROAD TRANSPORT AND HIGHWAYS,MORTH,BIHAR,566.15,58.6,22.7,Low,"agency's own forecast is 18 months past its approved date; 15 months past original date; already past planned completion, no revised pace available"
N24002036,DEVELOPMENT OF SIX-LANE ACCESS CONTROLLED HIGHWAY FROM GOGWAN JALALPUR (SHAMLI DISTRICT) TO RANIPUR,ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTAR PRADESH,1843.59,50.2,22.7,Low,"1 months past original date; already past planned completion, no revised pace available"
N24002020,"CONSTRUCTION OF KAITHI-PADARIA KALA BYPASS, PATNA-TAMOLI BYPASS, JASO BYPASS , NAGOD BYPASS (TOTAL L",ROAD TRANSPORT AND HIGHWAYS,MORTH,MADHYA PRADESH,158.0,30.0,22.6,Low,no physical progress for 3 consecutive reports; pace is 11% of what the current date needs
N24001956,2LPS FROM GONDIGUDA TO ARAKU BHALLAGUDA KM 27.480 TO KM 51.772 SECTION OF NH 516E,ROAD TRANSPORT AND HIGHWAYS,MORTH,ANDHRA PRADESH,296.66,87.49,22.6,Low,"agency's own forecast is 15 months past its approved date; 21 months past original date; already past planned completion, no revised pace available"
N22000599,3RD LINE BETWEEN DHANBAD SONNAGAR,RAILWAYS,RVNL,JHARKHAND,8975.0,,22.6,Low,elevated risk on combined profile
N04000077,"CCS INTERNATIONAL AIRPORT , LUCKNOW",CIVIL AVIATION,AAI,UTTAR PRADESH,1938.0,80.58,22.6,Low,agency anticipates +70% over approved cost; 3.7y past original commissioning date; pace is 40% of what the current date needs
N16000435,NEW MUNDRA-PANIPAT CRUDE OIL PIPELINE,PETROLEUM,IOCL,RAJASTHAN,9028.0,82.3,22.5,Low,8 months past original date
N22000138,CHOTTAUDEPUR-DHAR(NL),RAILWAYS,WR,MULTI STATE,1793.63,59.0,22.5,Low,no physical progress for 3 consecutive reports; pace is 4% of what the current date needs; spend outruns works by 33pp
N18000390,TS FOR EVACUATION OF POWER FROM 7GW REZ IN KHAVDA AREA UNDER PHASE-IV PART E2,POWER,PGCIL,GUJARAT,679.0,16.8,22.5,Low,pace is 24% of what the current date needs
N24001650,SIX LANING OF KADAMBATTUKONAM TO KAZHAKKOOTTAM SECTION OF NH- 66(OLD NH-47) FROM KM. 517+250 TO KM.54,ROAD TRANSPORT AND HIGHWAYS,NHAI,KERALA,3635.64,39.2,22.4,Low,5 months past original date; pace is 6% of what the current date needs
N22000622,MODASA- SHAMLAJI NEW LINE ( MM OF AHMEDABAD-HIMMATNAGAR- UDAIPUR (299.2 KM)),RAILWAYS,WR,GUJARAT,261.68,58.0,22.3,Low,spend outruns works by 19pp
N22000555,"PENUKONDA-DHARMAVARAM, EXCL. DHARMAVARAM (41.5 KM)",RAILWAYS,SWR,ANDHRA PRADESH,307.66,60.0,22.2,Low,pace is 49% of what the current date needs
N24001482,KHAMMAM-DEVARAPALLE PKG I [4L ACCESS CONTROLLED (GREENFIELD) FROM THALLAMPADU VILLAGE TO SOMAVARAM,ROAD TRANSPORT AND HIGHWAYS,NHAI,TELANGANA,772.11,80.51,22.2,Low,"agency's own forecast is 40 months past its approved date; 8 months past original date; already past planned completion, no revised pace available"
N24001132,BHOGAN KHURD TO KASHEDI,ROAD TRANSPORT AND HIGHWAYS,MORTH,MAHARASHTRA,743.0,88.69,22.1,Low,agency's own forecast is 30 months past its approved date; 4.0y past original commissioning date; no physical progress for 9 consecutive reports
N24001928,CONSTRUCTION OF 2 LANE WITH PAVED SHOULDER NORTHERN BYPASS PHASE-II OF KOTA CITY FROM DESIGN CHAINAG,ROAD TRANSPORT AND HIGHWAYS,MORTH,RAJASTHAN,317.74,13.0,22.0,Low,"agency's own forecast is 8 months past its approved date; 2 months past original date; already past planned completion, no revised pace available"
N24002005,WIDENING TO TWO LANE WITH PAVED SHOULDERS OF 'BODHAN BASAR BHAINSA ' SECTION FROM KM 38/900 TO 95/3,ROAD TRANSPORT AND HIGHWAYS,MORTH,TELANGANA,644.45,93.6,22.0,Low,"3 months past original date; already past planned completion, no revised pace available"
N22000616,CHIRIMIRI-NAGPUR HALT,RAILWAYS,SECR,CHHATTISGARH,241.0,0.0,21.9,Low,no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
220100284,KHURDA ROAD-BOLANGIR(NL)ECOR,RAILWAYS,ECOR,ODISHA,3791.66,86.0,21.8,Low,agency anticipates +34% over approved cost; spend outruns works by 44pp
N24001898,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 30.000 TO K,ROAD TRANSPORT AND HIGHWAYS,BRO,JAMMU AND KASHMIR,272.49,87.24,21.8,Low,"7 months past original date; already past planned completion, no revised pace available"
N24002072,IMPROVEMENT OF EXISTING ALIGNMENT OF PANDHARPUR TOWN PART BYPASSED SECTION FROM WAKHARI TO LORD VITT,ROAD TRANSPORT AND HIGHWAYS,NHAI,MAHARASHTRA,150.21,6.0,21.8,Low,spend outruns works by 16pp
N24001647,BALANCE WORK OF PANIKOILI RIMULI SECTION OF NEW NH-20 FROM KM 0.00 TO KM. 163.000,ROAD TRANSPORT AND HIGHWAYS,NHAI,ODISHA,154.73,100.0,21.7,Low,"agency's own forecast is 40 months past its approved date; 3.3y past original commissioning date; already past planned completion, no revised pace available"
N24001852,6L OF AGRA BYPASS (NORTHERN) CONNECTING KM. 174.500 OF NH-2 (NEW NH-19) TO KM. 141.000 OF YAMUNA EXP,ROAD TRANSPORT AND HIGHWAYS,NHAI,UTTAR PRADESH,957.62,86.0,21.7,Low,"4 months past original date; no physical progress for 6 consecutive reports; already past planned completion, no revised pace available"
N16000379,NUMALIGARH REFINERY EXPANSION PROJECT 6 MMTPA REFINARY,PETROLEUM,NRL,ASSAM,12366.0,74.92,21.5,Low,agency's own forecast is 14 months past its approved date; agency anticipates +53% over approved cost; 8 months past original date
N21000033,500 BEDDED HOSPITAL INCLUDING 50 SUPERSPECIALITY BEDS FOR ESIC AT PUNE,HEALTH AND FAMILY WELFARE,CPWD,MAHARASHTRA,429.25,0.0,21.4,Low,no physical progress for 9 consecutive reports; pace is 0% of what the current date needs; spend outruns works by 23pp
N22000542,BAIYYAPPANAHALLI-HOSUR (48 KM),RAILWAYS,NCRTC,KARNATAKA,375.67,0.0,21.4,Low,no physical progress for 9 consecutive reports; pace is 0% of what the current date needs
N24001703,6 L OF AURANGABAD TO BIHAR- JHARKHAND BORDER (CHORDAHA) SECTION FROM KM. 180.000 TO KM. 209.827 OF N,ROAD TRANSPORT AND HIGHWAYS,NHAI,BIHAR,787.0,8.3,21.4,Low,"1 months past original date; already past planned completion, no revised pace available"
N24001840,CONSTRUCTION OF MANGALDOI BYPASS (NH-15) STARTING AT CH 26+400 AND TERMINATING AT CH 41+505 UNDER RA,ROAD TRANSPORT AND HIGHWAYS,MORTH,ASSAM,535.03,34.54,21.3,Low,"agency's own forecast is 11 months past its approved date; 2 months past original date; already past planned completion, no revised pace available"
N16000409,PETROCHEMICAL AND LUBE INTEGRATION PROJECT AT GUJARAT REFINERY,PETROLEUM,IOCL,GUJARAT,18936.0,82.5,21.3,Low,10 months past original date; pace is 28% of what the current date needs
N22000529,DOUBLING OF PRADHANKHUNTA JN - PATHERDIH BAZAR-BHOJUDIH,RAILWAYS,ECR,JHARKHAND,349.22,2.0,21.3,Low,no physical progress for 3 consecutive reports; pace is 3% of what the current date needs; spend outruns works by 20pp
N24002121,IMPROVEMENT AND UP-GRADATION TO TWO LANE WITH PAVED SHOULDER CONFIGURATION FROM EXISTING KM. 420.00,ROAD TRANSPORT AND HIGHWAYS,MORTH,UTTAR PRADESH,509.65,34.0,21.1,Low,agency's own forecast is 5 months past its approved date; pace is 11% of what the current date needs
N24001640,6L AMRITSAR BATHINDA GREENFIELD SECTION FROM VILLAGE TIBA ON NE 5A TO JN. WITH MOGA JALANDHAR ROAD N,ROAD TRANSPORT AND HIGHWAYS,NHAI,PUNJAB,1229.38,48.58,21.0,Low,"7 months past original date; already past planned completion, no revised pace available"
N24001837,6L JAKKUVA ? KORLAM SECTION OF NH-130CD ROAD FROM KM 396.800 TO KM 421.100 (PKG 2),ROAD TRANSPORT AND HIGHWAYS,NHAI,ANDHRA PRADESH,663.6,98.84,21.0,Low,agency's own forecast is 17 months past its approved date; agency anticipates +16% over approved cost; 15 months past original date
N22000618,MORAPPUR-DHARMAPURI,RAILWAYS,SR,TAMIL NADU,358.95,,20.9,Low,elevated risk on combined profile
N24000937,REHABILITATION AND UPGRADATION OF NEW NH-544DD FROM DESIGN CHAINAGE KM 56.00 TO 102.20 OF KALYANDURG,ROAD TRANSPORT AND HIGHWAYS,MORTH,ANDHRA PRADESH,290.0,98.5,20.8,Low,agency's own forecast is 75 months past its approved date; 6.8y past original commissioning date; no physical progress for 6 consecutive reports
